Partido_Politico,Texto
IZQDEMOCRATICA,"@felipeleon88 Gracias por tu criterio. Respeto mucho tu opinión. Vamos a trabajar no solo por las tradiciones del campo, sino por revitalizar todo el sector cultural y sus expresiones populares. Saludos"
IZQDEMOCRATICA,@pamozaec Nunca será una payasada honrar las tradiciones ecuatorianas. Sobre todo en esta situación de pandemia que nos cambió el chip del fin de año.
IZQDEMOCRATICA,"@arthurec74 Jamás será una desgracia honrar las tradiciones ecuatorianas, tales como las viudas y el testamento de fin de año. Desgracia es tener un país en manos de políticos mediocres y corruptos. También es una desgracia no tener sentido del humor ni saber reírse de sí mismo. 😉"
IZQDEMOCRATICA,@Treboles77 Así es. Y para eso tenemos el plan de gobierno más completo. Te invito a revisarlo en nuestra web.   👉https://t.co/AUUkhYRxN0
IZQDEMOCRATICA,"@kevinhurlt No se trata de ""andar de travesti"". Esa referencia despectiva es hasta homófoba. Se trata de honrar la tradición de las viudas, aquellas que lloran la partida del año viejo."
IZQDEMOCRATICA,Nos resistimos a que el Ecuador repita la historia de siempre. Debemos involucrarnos ahora y dejar de ser #Invisibles.   #XavierHervasPresidente🇪🇨 #Atrévete #SomosGenteNueva https://t.co/UcWfR3zcd8
IZQDEMOCRATICA,"@felipeleon88 Feliz año. Se trata de honrar una tradición ecuatoriana de toda la vida, como la de las viudas y el testamento de fin de año."
IZQDEMOCRATICA,"@SimomPueblo Yo no he cogobernado con nadie. No vengo de la política, llevo más de 25 años trabajando en la agro exportación. Y nunca será un circo honrar una tradición ecuatoriana como la de las viudas y el testamento de fin de año."
IZQDEMOCRATICA,@robertperez0511 @JoselynEstevez3 @jlgranda Investiga tú. Ni mi equipo de campaña ni yo entregamos fundas de caramelos. Nuestra campaña es digital.
IZQDEMOCRATICA,"@PautasSin Yo no vengo de la política. Soy un empresario que lleva más de 25 años trabajando en el sector privado, y desde ahí, abriendo mercados para la agroexportación ecuatoriana. No tengo pasado político ni de corrupción ni de militancia, no tengo rabo de paja."
IZQDEMOCRATICA,"Capaces de sacar una sonrisa al país que tanto lo necesita. Lo que jamás haré por un voto, es mentir ni robar 😉 https://t.co/sJyXQrFe9l"
IZQDEMOCRATICA,@estebi2705 Nunca será una ridículo honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,@elfulero @estebi2705 😎
IZQDEMOCRATICA,@gmanacosta 👉https://t.co/AUUkhYRxN0
IZQDEMOCRATICA,@jmoya87 @Wilmandrade @arturobarriga 💪💪💪🇪🇨🇪🇨🇪🇨
IZQDEMOCRATICA,@pedrocor79 @arturobarriga Estamos trabajando arduamente para que el populismo no vuelva a secuestrar nuestro país.  Evitemos eso nuevamente.  Evitemos que más ecuatorianos migren
IZQDEMOCRATICA,"@gmanacosta Estimado, me tomo muy en serio este desafío que es recuperar nuestro Ecuador de los políticos corruptos, tenemos una oportunidad de oro que no podemos dejar pasar 💪🇪🇨.  Te invito que veas las propuestas, son concretas y serias.  También producimos en otras redes.  Bendiciones"
IZQDEMOCRATICA,"@arturobarriga Muchas gracias, y feliz año para ti también."
IZQDEMOCRATICA,"@guajeyanez @lahistoriaec La buena noticia es que los ecuatorianos buenos, sanos y trabajadores somos la mayoría, y con liderazgo en valores sacaremos adelante nuestro país para convertirlo en una potencia productiva.  Somos gente nueva, atrévete !"
IZQDEMOCRATICA,"@guajeyanez @lahistoriaec Creatividad y trabajo no requieren explicación, son valores.  Lo que es triste explicarse a uno mismo es como un país rico como nuestro Ecuador este empobrecido por políticos corruptos y mediocres."
IZQDEMOCRATICA,"@MarlonPlaza 2) auditorías en gestión para que no haya impunidad.  Las tarifas no tienen razón técnica para subir, el costo generación hidroeléctrica bordea $0.05/KWh pagamos más de $0.10/kWh.   Qué sugieres tú?"
IZQDEMOCRATICA,"@MarlonPlaza Estimado, hay que despolitizarlo y que dirijan sistema energético personas con perfil técnico y en valores.   1) inmediata gestión en dar soluciones técnicas a varios proyectos con fallas como Toachi-pilaton, Coca-codo para que no haya impunidad 1/"
IZQDEMOCRATICA,"Estimado @arturobarriga, con transparencia, no apunto a la alcaldía. Ecuador no aguanta más errores ni dilatorias a los problemas represados.  Me mueve ver mejor a nuestra Patria, no un cargo público.  Entendí que no debo seguir quejándome y decidí involucrarme.  #SomosGenteNueva https://t.co/SvVtn2LnKs"
IZQDEMOCRATICA,@mario_arregui @ID12Ecuador @msjijon @EspinosaPaul @Diego_Almeida_V @vero_carrillo92 @CMichelleN 3) autoridades cárceles  con perfil de valores 4) alta tecnología  5) mismas bandas en otras cárceles 6) te invito que nos des propuestas
IZQDEMOCRATICA,"@mario_arregui @ID12Ecuador @msjijon @EspinosaPaul @Diego_Almeida_V @vero_carrillo92 @CMichelleN Estimado Mario, requiere solución integral: 1) diferenciar cárceles por tipos de delitos, para que sentenciados por delitos simples no se relacionen con bandas delictivas 2) programas para presos aprendan oficios y mientras estén en cárceles sea  productivos"
IZQDEMOCRATICA,@marcelomolina17 @Sr___Bolainas @levantate_e @DrRobertoLopez2 @SoloJuan____ @FaustoCoboM3 @CarlosP05340289 @37dukes81 @Incansable1962 @biological_dr @justicevera25 @luisevivanco @CuenteroMuisne @daviru3 @roberto_cruz60 Dar oportunidad a quien lo merece no es denigrar.
IZQDEMOCRATICA,"@milober1980 Siempre lo hago. Todos los días, y de hecho aprovecho para dejarle el link donde lo puede revisar. Feliz año!  👉https://t.co/AUUkhYRxN0"
IZQDEMOCRATICA,"Nada mejor para cerrar el año que evidenciar el resultado del trabajo y lo que hemos construido estos meses.  Falta mucho por recorrer, pero vamos por buen camino. 🇪🇨  #XavierHervasPresidente #Atrévete #SomosGenteNueva https://t.co/qUZ7NEocb9"
IZQDEMOCRATICA,@marcelomolina17 @Sr___Bolainas @levantate_e @DrRobertoLopez2 @SoloJuan____ @FaustoCoboM3 @CarlosP05340289 @37dukes81 @Incansable1962 @biological_dr @justicevera25 @luisevivanco @CuenteroMuisne @daviru3 @roberto_cruz60 Denigrar? Nadie habla de eso.
IZQDEMOCRATICA,@milober1980 Nunca será una vergüenza honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,"@milober1980 Siempre compartimos el plan de gobierno. Es más, te dejo para que lo revises en mi web. Feliz año.  👉https://t.co/AUUkhYRxN0"
IZQDEMOCRATICA,@rbsg1991 Nunca será creepy honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,@marcelomolina17 @Sr___Bolainas @levantate_e @DrRobertoLopez2 @SoloJuan____ @FaustoCoboM3 @CarlosP05340289 @37dukes81 @Incansable1962 @biological_dr @justicevera25 @luisevivanco @CuenteroMuisne @daviru3 @roberto_cruz60 Los 5 hombres se buscarán por la capacidad. La idea esa iguales oportunidades para todos
IZQDEMOCRATICA,@g_benalcazar Nunca será una idiotez honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,@danomanzano Feliz año Danilo!!
IZQDEMOCRATICA,@yengoyy https://t.co/S8ZwzcBklW
IZQDEMOCRATICA,@marcelomolina17 @Sr___Bolainas @levantate_e @DrRobertoLopez2 @SoloJuan____ @FaustoCoboM3 @CarlosP05340289 @37dukes81 @Incansable1962 @biological_dr @justicevera25 @luisevivanco @CuenteroMuisne @daviru3 @roberto_cruz60 En realidad siempre estamos difundiendo nuestra propuesta der. Gobierno. Te invito a conocerla en nuestra web. Feliz año.   👉https://t.co/AUUkhYRxN0
IZQDEMOCRATICA,"@LILYMQ Nunca será una ridiculez honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉  Siempre estamos difundiendo el plan de gobierno. Es más, te invito a verlo en nuestra web. Feliz año.   👉https://t.co/AUUkhYRxN0"
IZQDEMOCRATICA,@marielamona70 Se trata de honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,@aleargotti2 Nunca será indigno honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,@jfgvas Y de paso @jfgvas te invito a visitar mi canal de #YouTube   👉https://t.co/kVUyWMK1jO
IZQDEMOCRATICA,@jfgvas 👋 Hola.  En mi TL hay varios. Te dejo un botón de muestra 👇  https://t.co/pIIGn8R0AR
IZQDEMOCRATICA,@TuiteraSanta https://t.co/1f2W98KHDN
IZQDEMOCRATICA,@_Illaritika Nunca será una vergüenza honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,"@aNonIfb Te invito a informarte mejor. Mi campaña es digital. Ni mi equipo de campaña ni yo hemos entregado nada, menos caramelos, solo sonrisas y uno que otro hígado virado. 😉"
IZQDEMOCRATICA,@WAVALDU https://t.co/orCF8jqChS
IZQDEMOCRATICA,@keomtabe310 😉
IZQDEMOCRATICA,@julio_efe Nunca será una vergüenza honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,@RafaelBSilvaP https://t.co/dGdglm0W5E
IZQDEMOCRATICA,@hreyesaguinaga Nunca será patético ni bufonezco honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉  Me sorprende quieres un académico de la comunicación como tú esté tan desconectado de la realidad ecuatoriana.
IZQDEMOCRATICA,@Gabo6687 https://t.co/k5rRLWziGJ
IZQDEMOCRATICA,@Faustoavilac @ivanquezadab Nunca será ridículo honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,@mattabad @ivanquezadab Nunca será una payasada honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,@sukopopeye Nunca será una payasada honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,@eamayorgav @ecuarauz @MashiRafael El comentario más homófobo. Nunca será una vergüenza honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,@TuiteraSanta Que comentario tan homófobo.  Nunca será una vergüenza honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,@jeamsantos72 Se trata de honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,@danilo97velezg Nunca será una vergüenza honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,@EstebanBernalB Por supuesto. Desde el día 0 estamos posicionando propuestas. Te invito a conocerlas a través de mi web.  👉https://t.co/AUUkhYRxN0
IZQDEMOCRATICA,@EstebanBernalB Nunca será una vulgaridad honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,@elandrelo Nunca será una payasada honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,@alejomed8 @genesispamelav Con tu voto 😉
IZQDEMOCRATICA,"@DateQuiteno Supongo que lo viste muchas veces. Las viudas y el testamento de fin de año es una tradición ecuatoriano de vieja data. Hay que honrar nuestras tradiciones, que son lo que nos da identidad como pueblo."
IZQDEMOCRATICA,@ruteandolatino Nunca será ridículo honrar una tradición ecuatoriana como son las viudas y los testamentos de fin de año.
IZQDEMOCRATICA,@DURANFUERZA Nunca será de terror honrar una tradición ecuatoriana como son las viudas y los testamentos de fin de año.
IZQDEMOCRATICA,@Francisco271066 Nunca será ridículo honrar una tradición ecuatoriana como son las viudas y los testamentos de fin de año.
IZQDEMOCRATICA,"@ivanquezadab Honrar una tradición ecuatoriana como son las viudas y los testamentos de fin de año, es justamente darle un lugar de importancia y respeto al pueblo."
IZQDEMOCRATICA,@JorgeCarrin2 Nunca será bajo ni ridículo honrar una tradición ecuatoriana como son las viudas y los testamentos de fin de año.
IZQDEMOCRATICA,@gaboalvarad0 Nunca será mamarrachada honrar una tradición ecuatoriana como son las viudas y los testamentos de fin de año.
IZQDEMOCRATICA,@Erms007 @sherlin29 Memes y el plan de gobierno más completo que vas a encontrar en esta contienda electoral.   Te comparto el link y te invito a revisarlo.  👉https://t.co/AUUkhYRxN0
IZQDEMOCRATICA,"@padresinclusivo Como dice ahí, todo está contemplado en el eje 2 de mi plan de gobierno. Te invito a revisarlo. También te invito a acercarte y conversar. Un plan de gobierno requiere, para su aplicación, de especificidades técnicas y ahí tu experiencia será importante  👉https://t.co/AUUkhYRxN0"
IZQDEMOCRATICA,@Fiet_Ecuador @CesarMontufar51 Te paso los datos por interno.
IZQDEMOCRATICA,"@FBH_AZUL Igualmente, feliz año!"
IZQDEMOCRATICA,"@padresinclusivo Para empezar, trascender el enfoque médico de la discapacidad. Aquí te comparto un hilo que abrí en noviembre justamente sobre ese tema 👇  https://t.co/4ApA5mRe8i"
IZQDEMOCRATICA,@Pabloja54813529 Nunca será una payasada honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año. 😉
IZQDEMOCRATICA,@davidavidu Pues justamente la tradición de fin de año es vestirse así el 31 de diciembre. Un presidente tiene que saber lo que significa ser y estar de/para/por  el pueblo que lo va a elegir.
IZQDEMOCRATICA,"@chemaldu Ninguna tradición es pendejada. Menos las de fin de año, como las viudas y los testamentos."
IZQDEMOCRATICA,@eferion https://t.co/yF7trORoQZ
IZQDEMOCRATICA,"@davidavidu Supongo que lo viste muchas veces. Las viudas y el testamento de fin de año es una tradición ecuatoriano de vieja data. Hay que honrar nuestras tradiciones, que son lo que nos da identidad como pueblo."
IZQDEMOCRATICA,"@emimonserrath Como bien has observado en el paréntesis de tu pregunta, nosotros como candidatos solo estamos en la papeleta, mas no en las mesas. El plan de acción para al que se refiere tu pregunta le corresponde al @cnegobec . Saludos"
IZQDEMOCRATICA,"Mis mejores deseos para que este 2021 traiga prosperidad, salud y empleo para todos.   Feliz Año Nuevo. 😉🎊  #XavierHervasPresidente🇪🇨 #Atrévete #SomosGenteNueva https://t.co/sT3Qz5tGVg"
IZQDEMOCRATICA,Lo propio @CesarMontufar51. Gracias por los buenos deseos. Compartimos el interés de sacar adelante nuestro país. Qué grata sorpresa encontrarnos y conocerte personalmente. Saludos. https://t.co/oTmzjJOLv2
IZQDEMOCRATICA,"@hisoygeorge Estimado Gorge, gracias de antemano por involucrarte en la Política de nuestro ECUADOR al leer nuestro plan de Gobierno.  Nuestro País nos necesita, tenemos que involucrarnos.  Somos gente nueva.  Atrévete!!!  Aquí encuentras el plan https://t.co/AUUkhYRxN0"
IZQDEMOCRATICA,@Osoria_31 Nunca será ridículo honrar una tradición ecuatoriana como son las viudas y los testamentos de fin de año.
IZQDEMOCRATICA,@Marckittox Nunca será ridícula una tradición ecuatoriana como son las viudas y los testamentos de fin de año.
IZQDEMOCRATICA,@HDGalarzaEc Gracias por tus palabras.  Nuestro país no da espacio para más errores ni postergar los graves problemas que tenemos. El momento es ahora. #Atrévete
IZQDEMOCRATICA,@FBH_AZUL Nunca será ridículo honrar una tradición ecuatoriana como son las viudas y los testamentos de fin de año.
IZQDEMOCRATICA,@FernandoCalle82 Nunca será ridícula una tradición ecuatoriana como son las viudas y los testamentos de fin de año.
IZQDEMOCRATICA,@CepedaWilma Mi campaña es digital. Ni mi equipo de campaña ni yo entregamos caramelos.  😉
IZQDEMOCRATICA,@jorge001ramirez Nunca será ridículo honrar las tradiciones ecuatorianas como las viudas y el testamento de fin de año
IZQDEMOCRATICA,@angeeleetoo 🤦🏻‍♂️
IZQDEMOCRATICA,"@angeeleetoo Lástima es avergonzarse de las tradiciones ecuatorianas de fin de año como las viudas y el testamento. Eso sí, qué lástima 🤫"
IZQDEMOCRATICA,@CarlosJaraJarri @JacoboG_Ecu https://t.co/6td5GGErrR
IZQDEMOCRATICA,@cnegobec favor atender! https://t.co/w2Hz4TwvWr
IZQDEMOCRATICA,@GaloVallejosE Tus preguntas se contestan solas una vez que conoces nuestro plan de gobierno. Te dejo un link. 😉  👉https://t.co/AUUkhYRxN0
IZQDEMOCRATICA,@maurygeova https://t.co/OzwhSfIgjP
IZQDEMOCRATICA,@DavidErraez2 Siempre he sido claro. Estoy a favor de la vida de las mujeres. No podemos obligar a ser madre a una mujer que ha sido víctima de violación. Menos si el embarazo pone en riesgo la vida de la madre.
IZQDEMOCRATICA,"🤣😂🤣 @JacoboG_Ecu te cuento que nací en Guayaquil, me crié en Quito pero la adolescencia estuve en Colombia, donde aprendí a bailar. 😉 https://t.co/hI9OoB35H0"
IZQDEMOCRATICA,@ValienteNacion No tengo troll center 🙄
IZQDEMOCRATICA,@riclozadavelez Las viudas y el testamento son una tradición 100% ecuatoriana en fin de año. Una tradición jamás puede ser considerada un circo 😉
