Partido_Politico,Texto
PACHAKUTIK,"@JohnTown_ @RonPeper Estamos en pandemia y la prioridad es la aerovía...porque no ponen agua en tubería a Monte Sinai, donde viven 200.000 personas y pagan 5 veces mas el agua en tanque #QuedateEnCAsa #LavataLasManos #ElAguaEsDDHH #YakuEsAgua"
PACHAKUTIK,"Fue muy grato conversar con Fernando y Jorge Luis de PropuestasEc. El tema del aborto nos llevó buen tiempo, sin duda los jóvenes están mucho mas predispuestos a entenderlo como un tema de salud pública sin cargas morales. #DespenalizarElAborto https://t.co/qPWNLRwWEE"
PACHAKUTIK,"@radiolacalle Todo en familia....Moreno no solo gobierna para la élites, también gobierna para las trincas familiares. #ElPeorGobiernoDeLaHistoria   #MinkaPorLaVida  #YakuPresidente"
PACHAKUTIK,"EL 7 de febrero no vas votar....VAS A ELIGIR...entre el pasado del feriado bancario, de la corrupción que huyó a Bélgica, y de 30 años de ""modelo exitoso""  y EL NUEVO PAIS, que construiremos juntos, desde abajo, contigo y para ti. Elige Pachakutik, TODO LISTA 18.  #YakuPresidente https://t.co/U0zoPs9URh"
PACHAKUTIK,"El cariño popular es grande para los candidatos del Pachakutik, xq ven q el cambio es posible.  Aquí caminando en la bahía. Solo nos queda agradecer y comprometernos para la construir juntos esta #MinkaPorLaVida #YakuPresidente  #SalvadorAsambleista  #PatriciaAsambleista https://t.co/QDc6tl3y9d"
PACHAKUTIK,@VillaFernando_ Polibio Córdova hace las encuestas en la puerta del Bando de Guayaquil #MinkaPorLaVida #YakuPresidente
PACHAKUTIK,"@CamaradaEduardo @larepublica_ec @LassoGuillermo @ecuarauz Ya ninguna encuestadora puede ocultar lo que las calles, comunidades, plazas, gritaban: Yaku, el candidato del Pachakutik esta en la 2da vuelta. Ahora el Ecuador puede elegir, y el 7 de febrero elegirá la #MinkaPorLaVida #YakuPresidente  #SalvadorAsambleista  #PatriciaAsambleista"
PACHAKUTIK,"@JOSGAMEN @CompromisoRC Correa el presidente de los desalojos,  y de los programas de vivienda donde la inseguridad reina https://t.co/2kObOyZkxq  #NuncaMasCorrea #MinkaPorLaVida #YakuPresidente https://t.co/wzxqmPB8QE"
PACHAKUTIK,"@PKnacional18 A fiscalizar y legislar para recuperar lo robado, eliminar la corrupción y re-construir este paìs que vive la mas profunda crisis económica, política y social de los últimos años. #MinkaPorLaVida #YAkuPresidente #SalvadorAsambleista #PatriciaAsambleista"
PACHAKUTIK,Comenzamos ya!!! #MinkaPorLaVida #YakuPresidente #SalvadorAsambleista #PatriciaAsambleista https://t.co/QxbFKlyN1b
PACHAKUTIK,La #MinkaPorLaVida comenzó en #OctubreRebelde y este 7 de Febrero sellaremos el triunfo de los pueblos en el Proyecto Plurinacional. #ClaroQueSePuede #YakuPresidente #SalvadorAsambleista #PatriciaAsambleista https://t.co/DYYBiKJ2xJ
PACHAKUTIK,"@el_telegrafo @PKnacional18 @SalvadorQuishpe La reactivación de la agricultura, acuacultura, no solo dará trabajo para millones de ecuatorianos; también garantiza la Seguridad Alimentaria y la salud. Vamos juntos por esta #MingaPorLaVida #YakuPresidente #SalvadorAsambleista #PatriciaAsambleista"
PACHAKUTIK,"El acceso al crédito, sobre todo para los pequeños trabajadores de la ciudad y del campo q en la actualidad son víctimas de ""chulco"",  es un clamor! Legislaremos para dinamizar la economía con acceso a crédito productivo. #YakuPresidente #SalvadorAsambleista #PAtriciaAsambleista https://t.co/t7llJJOAVE"
PACHAKUTIK,"La #MinkaPorLaVida llegó a los sectores de Tarqui Popular, trayendo esperanza por un nuevo paìs, mas solidario e incluyente  #YakuPresidente  #SalvadorAsambleista  #PatriciaAsambleista https://t.co/vcQVH1dQFa"
PACHAKUTIK,@AP_Kost Y después pagas el triple al FMI con un crédito aprobado por ellos mismos..... demagogia y clientelismo del correismo-arauz del siglo 21 #NuncaMasCorrea
PACHAKUTIK,"@SalvadorQuishpe @majestadradioec Vamos Salvador, nuestro próximo presidente de la Asamblea. #YakuPresident #SalvadorAsambleista"
PACHAKUTIK,En poco tiempo estaremos conversando con la ciudadanía a través de este medio. Les espero!!!! https://t.co/KfC0C3lwnf
PACHAKUTIK,"Recuperaremos 25 años de lucha por la igualdad de la mujer, oscurecida por el gobierno autoritario-machista-patriarcal de Correa. @rociorosero @silvitabuendia @LoloMino @gatinamodotti @EnVozAltaEC @yakuperezg @SalvadorQuishpe @CDHGYE @CoordinadoraG @DianaIMaldonado https://t.co/vYncttOYjo"
PACHAKUTIK,@yakuperezg @BryanSandovalV Por una economía productiva a favor del trabajo y de los trabajadores #YakuPresidente
PACHAKUTIK,"Enfrentamos este día con mucha energía y compromiso.  La #MinkaPorLaVida es una realidad, el 7 de febrero se hará posible el cambio por un nuevo paìs. La entrevista de hoy en la mañana, están invitadxs. #ClaroQueSePuede  #YakuPresidente #SalvadorAsambleista #PatriciaAsambleista https://t.co/mTmwSnjqMZ"
PACHAKUTIK,"@modesjor @yakuperezg @ecuarauz Bien ubicada y muy realista..... el correato fue el velasquismo del siglo 21,  modernizado en clientelismo y en corrupción. #MinkaPorLaVida #YakuPresidente"
PACHAKUTIK,"@LassoGuillermo @lizvelezmera24 @brianavillao Dejar de ser un paìs rentista y volverse productivo es la única alternativa q permitirá al Ecuador salir d la profunda crisis económica, social y política en q se encuentra; esto es posible solo con trabajo y no con ofertas clientelares: la agroindustria prioridad #YakuPresidente"
PACHAKUTIK,"Nuestro encuentro con la ciudadanía es hoy a través de radio Tropicana, a las 9:00 hs. Muchos saludos. https://t.co/l4jV4cVkcv"
PACHAKUTIK,"Vamos a la Asamblea con la fuerza libertaria de Guayaquil, la de su pueblo Wuankavilka, la de Olmedo, la de #OctubreRebelde. Este 7 de febrero sellaremos la victoria del Pueblo #YakuPresidente Vota todo Pachakutik, lista 18 https://t.co/Ksek3wjskx"
PACHAKUTIK,"@modesjor @yakuperezg @ecuarauz El MUPP tiene 25 años de existencia, ud. se ha mostrado interesado por el MUPP a partir de #OctubreRebelde queriendo utilizar sus históricas luchas a favor de los intereses Correistas. Vuelve a valorar lo que no conoce Mov Indígena no es lo mismo que CONAIE"
PACHAKUTIK,"@modesjor @yakuperezg @ecuarauz 1era aclaración, conocer a quien se critica. Pachakutik NO es un partido,  es el MOVIMIENTO DE UNIDAD PLURINACIONAL MUPP. La principal diferencia es que como movimiento no tiene CAUDILLOS MACHISTAS que lo gobiernan, PATRIARCONES con bases sumisas #MinkaPorLaVida #YakuPresidente"
PACHAKUTIK,"@monadeurdesa Desesperado por seguir en la carrera hacia Carondelet,  el pueblo ya decidió #MinkaPorLaVida #YakuPresidente"
PACHAKUTIK,"@modesjor @yakuperezg @ecuarauz @modesjor su pasión x endilgar falacias me conmueve; pero es ud el que debe probar sus afirmaciones, propias de quienes nunca han construido tejido social y no entienden  que la energía social proviene de utopías y convicciones y no de la chequera de Bélgica o BG #YakuPresidente"
PACHAKUTIK,"@modesjor @yakuperezg @ecuarauz Hay quienes gastan su talento en difamar como @modesjor . Pero cada uno escoge su camino, sin duda el camino de la lucha social en mas espinoso pero el que nos da el verdadero sentido de la libertad y felicidad. #MinkaPorLaVida #YakuPresidente"
PACHAKUTIK,"Hoy Martes 19 , estaremos presentando el Plan Parlamentario. Los espero.  #YakuPresidente #SalvadorAsambleista #PAtriciaAsambleista https://t.co/cf8JDZPMWB"
PACHAKUTIK,"@viviana_bonilla dice que con @ecuarauz volverá la obra, la justicia y la dignidad.  Solo le recuerdo que los ecuatorianos tenemos memoria  y las sentencias judiciales deben cumplirse.  #YakuPresidente #PorLaHonestidad https://t.co/Pc0wVDivAt"
PACHAKUTIK,@Belliiisima89 https://t.co/zZTGZ3jkZP
PACHAKUTIK,@lulagaray https://t.co/DkhbJHM2s5
PACHAKUTIK,@lulagaray https://t.co/zZTGZ3jkZP
PACHAKUTIK,"@omarmaluk @Efuentesec @AbAlvaroNoboa @cnegobec @LassoGuillermo @ecuarauz Muy bien, tiene bastante tiempo para inscribirse en las elecciones del 2025. #ClaroQueSePuede #YakuPresidente"
PACHAKUTIK,@ecuarauz No me puedo imaginar 4 años mas de Correísmo-Morenismo-Arauz... #VamosPorElCambio #ClaroQueSePuede #YakuPresidente
PACHAKUTIK,@RUlcuangoF Mejor recupere la memoria histórica del movimiento indígena y deje de estar a la cola de quien los ha denigrado. #Octubrerebelde #YakuPresidente
PACHAKUTIK,#YakuPresidente #PAchakutik #DebatePresidencial2021 https://t.co/NRvbPHT7cN
PACHAKUTIK,"""A mi me acusan que soy del Movimiento indígena ....."" #YakuPresidente #PAchakutik #DebatePresidencial2021 https://t.co/mFpOHBNsFu"
PACHAKUTIK,#YakuPresidente #PAchakutik #DebatePresidencial2021 https://t.co/EjXdxqUvSe
PACHAKUTIK,@AlbertoAcostaE @JohnCajasGuijar @MateoMartinezAb @ecuarauz #YakuPresidente #PAchakutik #DebatePresidencial2021
PACHAKUTIK,#YakuPresidente #PAchakutik #DebatePresidencial2021 https://t.co/cHmkTVBQtZ
PACHAKUTIK,#YakuPresidente #PAchakutik #DebatePresidencial2021 https://t.co/pcUsslc5Hk
PACHAKUTIK,#MinkaPorLaVida #YakuPresidente https://t.co/duHv25srzm
PACHAKUTIK,Mañana 16 de Enero estaré presentando las propuestas parlamentarias en La Ola. Están invitados a escucharlas. #MinkaPorLaVida #YakuPresidente https://t.co/oP5ZpeqyIb
PACHAKUTIK,"Porque nos une el amor, por una sociedad justa y bonita, donde el pueblo sea el que mande. Este 7 de febrero no te olvides la alternativa del pueblo es Pachakutik, vota todo lista 18 #YakuPresidente https://t.co/vJXHrjpmee"
PACHAKUTIK,"La entrevista de hoy, gracias por escucharla. https://t.co/Ql8ZnZIgmq"
PACHAKUTIK,"La garantía que la Asamblea Nacional tenga independencia del poder ejecutivo y judicial, para que acabe el reparto del Estado y la corrupción. Vamos a Fiscalizar y legislar de cara a los intereses nacionales. #YakuPresidente #salvadorasambleista https://t.co/1iXfVMFLmj"
PACHAKUTIK,"@JorgeRojasCr @ecuarauz @Lenin Retomar?. Uno de los proyectos mas vergonzosos del gobierno de Correa que mostró la cara de la corrupción,  y que le costo al paìs USD 2000 millones de un terreno rellenado, con graves efectos sobre el medio ambiente? #OctubreRebelde"
PACHAKUTIK,"En este momento iniciamos una entrevista con Periodismo sin mordaza, programa De frente.....están todxs invitados https://t.co/yM1eAZwreF"
PACHAKUTIK,@rosamariatorres Tenemos las cifras para Ecuador?  La formación de una data es de suma importancia para planificar el progreso de una sociedad. #MinkaPorLaVida #ClaroqueSePuede #YakuPresidente
PACHAKUTIK,Comparto link de entrevista con TA television. Saludos https://t.co/bS2cQ2c44H
PACHAKUTIK,"@CDHGYE @inredh1 Salvar los ríos, significa para la contaminación producida por la actividad minera y pasar a una economía post-extractivista. El 7,2% del territorio ecuatoriano fue entregado a transnacionales mineras. Neocolonialismo del siglo XX. #MinKaPorLaVida  https://t.co/cx0N11NziP"
PACHAKUTIK,"@tinocotania El foco en la vacuna solo ratifica la visión curativa que tenemos de la salud; impulsar la prevención, es pensar en el futuro integrando además otras dimensiones como las de protección al ambiente.  #MinkaPorLaVida  #PorElPaisQueSoñamos #ClaroQueSePuede #YakuPresidente"
PACHAKUTIK,Están invitados a escuchar las propuesta parlamentarias del Pachakutik. https://t.co/mvhHMpbVV7
PACHAKUTIK,@SalvadorQuishpe #MinkaPorLaVida #YakuPresidente #SalvadorAsambleista
PACHAKUTIK,"@ecuarauz No señor, los prontuariados deben estar en la cárcel, no promocionando candidatos  #EcuadorLibreDeCorrupciòn  #OctubreRebelde  #MinkaPorLaVida  #ClaroQueSePuede  #YakuPresidente  #SalvadorAsambleista  #PatriciaAsambleista"
PACHAKUTIK,"La pérdida de puntos en la licencia, no es una medida de educación vial; se ha vuelto un chantaje para los conductores, que atenta incluso contra el derecho al trabajo. Legislaremos para devolver las instituciones a favor del pueblo y defenderemos sus derechos #YakuPresidente https://t.co/kT7gtrjDGg"
PACHAKUTIK,"Hoy 13 de enero, conversaremos con ustedes sobre las propuestas parlamentarias del Movimiento Pachakutik MUPP, listas 18 #YakuPresidente #MiriamCisnerosPArlamentoAndino #SalvadorAsambleista #PAtriciaAsambleista https://t.co/9dUCq2hdDA"
PACHAKUTIK,"Este 7 de Febrero sellaremos la victoria de los pueblos originarios WuanKavilkas, la fuerza libertaria de Olmedo y #OctubreRebelde. Vamos juntos en #MinkaPorLaVida por #ElPaisQueSoñamos. #YakuPresidente #MiriamCisnerosPArlamentoAndino #SalvadorAsambleista #PAtriciaAsambleista https://t.co/t867ADMB2z"
PACHAKUTIK,"@CarlosVerareal Para la derecha ecuatoriana es lo mismo ser fascista que pueblo originario, al comparar toma de capitolio con #OctubreRebelde. La lucha de resistencia indigena-popular explotó en Octubre y el 7 de febrero los enterraremos #YakuPresidente"
PACHAKUTIK,"@CynthiaViteri6 Tiene solo 30 años de atraso, justo las anuncia en elecciones😂😂 #ElParamoLoMato #MinkaPorLaVida"
PACHAKUTIK,#OctubreRebelde fue el inicio de esta #MInkaPorLaVida que se sellará el 7 de Febrero con el triunfo del pueblo #PorElPaisQueSoñamos  #YakuPresidente  #ClaroQueSePuede #YakuEs  #SalvadorAsamableista #MiriamCisneroPArlamentariaAndina https://t.co/xfif6oMUSu
PACHAKUTIK,"@CarlosVerareal @LassoGuillermo @jaimenebotsaadi @aldia_opinionec En el modelos de los 14 años, 4 le corresponden al Morenismo-Lassismo.  La banca le puso el Ministro de finanzas Martínez, Moreno gobernó para la banca. #MinkaPorLaVida #ElPaisQueSoñamos #YakuPresidente #ClaroQueSePuede #YakuEs https://t.co/HsyAoAYKei"
PACHAKUTIK,"@LaTronchaEC Esta es la credencial de Correa, el atraco de los fondos públicos, de los símbolos de la izquierda, la farsa y el engaño. Este 7 de febrero quedará desterrado definitivamente. #MinkaPorLAVida #YakuPresidente"
PACHAKUTIK,"@SofiaEspinRC @PaolaCabezasC @MashiRafael @ecuarauz @GuerrerosDigRCs @FrenteProfProg @AfroFuerza @cd1distrito1gye @CompromisoRC @UnionProgresEc Cuero, cuerito, cuero y Estarellas, los desalojadores del Suburbio y Monte Sinai, buscando inmunidad por la violación a los derechos humanos @CDHGYE #MinkaPorLaVida #YakuPresidente"
PACHAKUTIK,"@SofiaEspinRC @MashiRafael @ecuarauz Los ciudadanos de Guayaquil JAMAS OLVIDAREMOS LOS DESALOJOS, de los que después de 14 años no hemos podido salir. Ofreció terminar con las invasiones y lo único que hizo es cambiar la mafia socialcristiana por la mafia correista #MonkaPorLAVida #YakuPresidente https://t.co/kIoDjtoH8t"
PACHAKUTIK,"@Literario26 @AP_Kost Los Ruptura, base política de Correa, ahora ministros de Moreno.  Michelena de Correa, siguen con Moreno.  Nombre un ministro de PK y deje de mentir #MInkaPorLaVida #YAkuPresidente https://t.co/KqJZsGXV0k"
PACHAKUTIK,"@Literario26 @AP_Kost Moreno fue vicepresidente de Correa, Moreno fue el elegido por Correa para el continuismo; Moreno gobierna con el mismo aparato de gobierno de Correa; los únicos que no están en el gobierno son los que esta presos y huidos. Si no lo entiende se lo digo con figuritas..... https://t.co/6F18WCAv7s"
PACHAKUTIK,@AP_Kost @Literario26 Correa paso las carreteras construidas por Eloy Alfaro como propias. Moreno lo aprendió de Correa. #MinkaPorLaVida #YakuPresidente
PACHAKUTIK,"@ramirogarciaf Es el candidato perfecto del Mashi, alguien que le debe la vida y a quien pueda manipular para sus fines de protegerlo frente a la justicia."
PACHAKUTIK,Estaré muy por la mañana conversando con Radio Frontera Sur.  Les espero.  #YakuPresidente https://t.co/L6oR4MDbwo
PACHAKUTIK,"@CarlosVerareal Si las ecuatorianas nunca llegan a los barrios populares donde la densidad del voto es mayor,  la reconocida peruana menos y en tiempos de pandemia y aumento de la violencia, es trágico. #YakuPresidente"
PACHAKUTIK,@luisesgo Se elogian entre derechas.
PACHAKUTIK,@caro_trvn Victima del Extractivismo bananero de Noboa;  y del cacicazgo politico de los Troya y Alvarado Correistas.
PACHAKUTIK,"En la visita a Chongón, recorrimos su feria libre, el clamor de los comerciantes: acceso a crédito y no ser maltratados por metropolitanos.  Legislaremos para bajar las tasas de interés a favor del pequeño comerciante y por el derecho al trabajo #YakuPresidente https://t.co/PyIpme7lEj"
PACHAKUTIK,@mgmontalvo @silvitabuendia @yakuperezg @ecuarauz @rabascallcarlos La sanción moral que pesa sobre el aborto es mas intensa que la jurídica; urge un amplio debate con foco en ese aspecto #Aborto
PACHAKUTIK,"@YASunidosCuenca El Agua es vida, vamos a protegerla. No a la Minería, Si a la Vida!!!"
PACHAKUTIK,"Hoy visitamos la feria de Chongón, cuanto cariño, hacia los candidatos del Pachakutik lista 18. Legislaremos para que el comercio informal mejore sus condiciones laborales y procure mejores días para sus familias. #Yakupresidente  #PorElPaisQueSoñamos https://t.co/0QyVhddyTc"
PACHAKUTIK,"Las Ferias libres nunca paran,  son los pequeños comerciantes que proveen de alimentos donde no hay mercados. Legislaremos para que puedan acceder a crédito barato y dejar de ser víctimas del chulco. #YakuPresidente #PorElPaisQueSoñamos https://t.co/qI8nyZc3ez"
PACHAKUTIK,Isidro Romero va a gobernar con la verdad verdadera.
PACHAKUTIK,"""Proteger las fuentes de Agua"" dice Larrea.... y porque no lo hizo cuando fue parte del gobierno de Correa y de Moreno?."
PACHAKUTIK,@kescobarschuldt Por esto... desata el fascismo https://t.co/dqcyL1lq0t
PACHAKUTIK,@RUlcuangoF Recuperar el futuro? El 7 de Febrero recuperaremos 30 años de lucha social en favor del futuro del país #MinkaPorLaVida #YakuPresidente
PACHAKUTIK,"Durante la jornada de hoy, fuimos interceptados por ""gente de a pie"", conductores de taxis y obreros de la construcción manifestado apoyo a #YakuPresidente. Este 7 de febrero con tu voto haremos posible #ElPaisQueSoñamos https://t.co/b4ABsY1HZk"
PACHAKUTIK,"115 casos d femicidios en 2020, nos compromete a la exigencia d presupuesto para Ley para Prevenir y Erradicar la Violencia contra la Mujer; así como recuperacion d institucionalidad que Ecuador tenía en tema género desaparecida en gob Correa. #NiUnaMenos https://t.co/Vo40EyVEOc"
PACHAKUTIK,"Estamos advertidos!!! @LassoGuillermo va a privatizar todo, todo, toditito..... compremos el nicho en el cementerio de #MonteSinaì antes de que lo privaticen. #PorelPaisQueSoñamos #YakuPresidente https://t.co/7aetpp74Vr"
PACHAKUTIK,#MinkaPorLaVida https://t.co/tL0fW7nWGI
PACHAKUTIK,https://t.co/ggBW8LGmCq
PACHAKUTIK,La derecha de @LassoGuillermo no distingue entre fascismo y luchas reivindicativas de pueblos ancestrales. #OctubreRebelde desenmascaró al poder que tiene en la miseria al pueblo ecuatoriano y el 7 de febrero se acabaran de enterrar. #NuncaMasFeriadoBancario https://t.co/oU1etxyUdo
PACHAKUTIK,"Este viernes 8 de Enero, estaré conversando con la ciudadanía a través de Radio Morena, sobre las propuestas parlamentarias del Movimiento Plurinacional Pachakutik, listas 18. Los espero https://t.co/UIsr5VW5RF"
PACHAKUTIK,@Expresoec Será que aun tienen los bienes mal habidos?
PACHAKUTIK,"@Gusrivadeneira6 No solo bien administrado, sino administrado de cara a los intereses nacionales y de las mayorías. #PorElPaisQueSoñamos"
PACHAKUTIK,"El Extractivismo se impone en los territorios con violencia, atentando contra la vida de las comunidades. Una nueva incursión de las mineras en la zona del Intag, esta siendo denunciada por las comunidades. #LaMineriaMata   https://t.co/Ah9jffMNH0"
PACHAKUTIK,"@Blankimonki @CynthiaViteri6 Si hay plata para regalar alimentos masivamente en época de campaña, seguro hay para mejorar el sistema de transporte publico"
PACHAKUTIK,@Blankimonki #GuayaquilExitoso Que se aumenten las unidades de servicio @CynthiaViteri6
PACHAKUTIK,https://t.co/lgSaVHcS3Z
PACHAKUTIK,"Cuando la alcaldesa @CynthiaViteri6 despliega toda la política clientelar en época electoral oficial, donde participa la ñaña Nathalie Viteri. De lo que aun no se reponen es que en #OctubreRebelde el páramo enterró al PSC https://t.co/aiPVVOsjjv"
PACHAKUTIK,"Cada vez que @AparicioCaicedo opina, mas se aclara el panorama político para el 7 de Febrero. Lo vamos a declarar aportante de campaña 😅🌈 #YakuPresidente"
PACHAKUTIK,"Andrés Tapia @Conaie: Denuncio y rechazo el uso no autorizado de imagen x el aparato d publicidad correista. No comulgo ni comulgaré con su caricatura de revolución a la cual combatimos con firmeza durante 10 años, lo q me valió un juicio x secuestro https://t.co/ks65TrY3vd"
PACHAKUTIK,"@JorgeRojasCr Tan soberana como la concesión de nuestro territorio a los intereses de las transnacionales mineras hechas en el gobierno de Correa, del que formo parte Arauz. Ahora la llaman Minería Inversa 😅 #YakuPresidente"
PACHAKUTIK,"@modesjor @ecuarauz En #MInkaPorLaVida vamos a construir #ElPaìsQuesoñamos. Esta en español, lo invito a leer🌈 https://t.co/md1MnvMZNr"
PACHAKUTIK,"@AparicioCaicedo @jayalasa Estas declaraciones me recuerdan a las que hiciera un político ya fallecido: ""Todas las prostitutas y marihuaneros votan por Bucaram"".  El 7  de febrero los ""bobos alegres terroristas"" ratificaremos en las urnas el fin de la partidocracia #YakuPresidente"
PACHAKUTIK,"@modesjor @ecuarauz Lo concreto: Minería Inversa,  desdolarización buena,  retorno de Correa. #YakuPresidente  #PorElPAisQueSoñamos"
PACHAKUTIK,"@_Illaritika @Literario26 Que pena q ni Correa, ni Arauz se vacunarán x q estuvieron en el ático y México. Los q si estuvieron en primera línea fueron los indígenas que nunca dejaron de producir alimentos para q los 18 millones de ecuatorianos pudiéramos comer protegidos en #QuedateEnCasa. #YakuPresidente"
PACHAKUTIK,"Con mucho agrado hoy estaremos vía zoom conversando con la Unión de Economistas, que grato saber que a la ciudadanía le importa el futuro del paìs. #YakuPresidente https://t.co/TNWBnkZH6a"
PACHAKUTIK,"Hoy, miércoles 6 de Enero, a las 19:00 horas, estaré en Radio Morena presentando las propuestas parlamentarias del Movimiento de Unidad Plurinacional Pachakutik MUPP Lista 18 https://t.co/aeOLNczyHR"
PACHAKUTIK,Les invito a escuchar las propuestas parlamentarias del Movimiento Pachakutik. Miércoles 6 de Enero 8:50 am. #YakuPresidente #SalvadorAsambleista https://t.co/0Y3cHjVXEA
PACHAKUTIK,"@LassoGuillermo Le recuerdo que #YakuPresidente tiene 30 años de lucha social defendiendo el agua, la tierra, la naturaleza, luchando contra el neoliberalismo y el extractivismo que los despoja de sus medios de vida #OctubreVive"
PACHAKUTIK,"Un saludo a los periodista y la prensa que tienen como faro la verdad y no se venden a los poderes establecidos, su rol en la construcción de la democracia es fundamental. #DiadelPeriodistaEcuatoriano  #JuntosPorElPaisQueSoñamos"
PACHAKUTIK,"MORENO anuncia un nuevo golpe al pueblo ecuatoriano, pretenden privatizar el seguro social  a favor de la banca.  Derrotaremos a Moreno y a Lasso en las urnas y volveremos a defender los intereses nacionales en las calles. #OctubreVive  #YakuPresidente https://t.co/dXmDtZsDO6"
PACHAKUTIK,"Otro ministro de Rafael Correa, sentenciado por peculado. Arauz se dedicará a justificar las fechorías del correismo sin importarle la suerte del paìs. . Seguirás votando por Correa, ahora en la figura de Arauz?.  #YakuPresidente https://t.co/17Q5TxCboo"
PACHAKUTIK,"@AlbertoAcostaE @MashiRafael @Lenin La renegociación de la deuda en el correcto solo sirvió para contraer más deuda en las peores condiciones para el Ecuador, hoy pagamos las consecuencias de las políticas entregadas a la especulación y no a la producción de Correa"
PACHAKUTIK,@jotalloretv @CompromisoRC @goberazuay @MinGobiernoEc @FiscaliaEcuador @cuencanisimoec @ResistenciaRC15 Quien trajo violencia a los territorios fue la política de despojo que impuso Correa a favor de la minería para enriquecer a las transnacionales. Vamos a recuperar los recursos naturales a favor de la nación. Las comunidades resistente y ahora re-existen con #YakuPresidente
PACHAKUTIK,La defensa de los territorios es la defensa de la vida. Porque el cuidado de la vida es nuestra prioridad #YakuPresidente  https://t.co/mrekr1DuKs
PACHAKUTIK,"Octubre 2019, cambio la cultura política del paìs, sacando del imaginario político al partido Social Cristiano, que trata de sobrevivir incluso utilizando el hambre del pueblo.  La dignidad del pueblo no vale un tanque de gas. El pueblo ya decidió #YakuPresidente https://t.co/GXSBsKBnKp"
PACHAKUTIK,"@Marcosjfc7 @Lenin Mejor que cambie el modelo neoliberal del paìs, seguro abra mas re-distribución de la riqueza, los pobres vivirán mejor y la democracia se fortalece con política pública y no medidas populistas"
PACHAKUTIK,"Están invitadxs a escuchar las propuestas parlamentarias del Bloque de Pachakutik, lista 18. https://t.co/YLvBnUVcIk"
PACHAKUTIK,"@amandaasubiar Señora Amanda, con mas respeto aun, mi respuesta era para el señor Mateo, si usted estaba incluida, solo deje de leer, pero no me puede impedir que me exprese"
PACHAKUTIK,"@yluminaty Si las piedras y muros te estremecen mas que 528 años de colonialismo, racismo, exclusión, pobreza, solo te deseo que que nunca te falta amor y solidaridad #YakuPresidente"
PACHAKUTIK,"@fabriciovelav @CorteNacional @PrimeraPlanaECU Walter Solís, compañero de aulas de Rafael Correa comenzó su carrera política como subsecretario del MIDUVI siendo María Duarte la Ministra. Hoy ambos están procesados por la justicia ecuatoriana y prófugos de la justicia #NuncaMasCorrea"
PACHAKUTIK,@yluminaty La nueva coyuntura política nos presenta lo romántico y lo sensato juntos.. #YakuPresidente
PACHAKUTIK,@mateoizquierd0 @amandaasubiar Alvarito trato de presionar al sistema electoral para participar a pesar de no cumplir con los tiempos y reglamentos. Tras el burdo espectáculo la institucionalidad ahonda su destrucción y la crisis política del paìs. Tenemos que construir una nueva democracia. #YakuPresidente
PACHAKUTIK,YAKU saluda a Guayaquil....Porque GuaYaku es Yaku #YakuPresidente https://t.co/JTC5ZmhoKn
PACHAKUTIK,"@Literario26 @juanseroldan #YakuPresidente no paga impuesto porque esta enrolado en la Prefectura con la mitad del sueldo de sus antecesores, cuidando los dineros públicos y no derrochando en la farra que fue el Correato durante 10 años https://t.co/0JizSRhpqv"
PACHAKUTIK,Los invito a escuchar las propuestas parlamentarias del Movimiento Pachakutik #YakuPresidente https://t.co/loqeLdsfSP
PACHAKUTIK,"@LuisCubillosGye @cendemocratico @MashiRafael @UNESECUADOR @CompromisoRC @VickyDesintonio @Sandinin Desalojos Monte Sinai, Ciudad de Dios, trinitaria; despojos de tierras a favor Mineras; cierre de escuelas unidocentes; exclusión d jóvenes de educación superior; 70 mil millones de corrupción; criminalización de protesta social; entrega del petróleo; duplicidad de deuda externa."
PACHAKUTIK,@PachaCocha Porque el #CuidadoDeLaVida es nuestra prioridad!!! Vamos con la #MinkaPorLaVida  #YakuPresidente  #SalvadorAsambleista
PACHAKUTIK,"Así arrancamos la campaña oficial, con alegría de saber que los nuevos tiempos llegarán al Ecuador este 7 de febrero y que en #MikaPorLaVida construiremos #ElPaisQueSoñamos #YakuPresidente  #MiriamParlamentoAndino  #SalvadorAsambleista https://t.co/g0ycnWy5y1"
PACHAKUTIK,Guayaquil: la ficción de un éxito. Lectura obligada para entender la pandemia en Guayaquil   https://t.co/Ohd62d4fZU  @CarlosVerareal
PACHAKUTIK,"Estamos escribiendo la nueva historia del Ecuador,  esa historia que la construyen los hombres y mujeres día a día, desde abajo que ha hecho grande al Ecuador, esa historia invisibilizada. Te invitamos a ser parte de esa nueva historia. #YakuPresidente   https://t.co/F5hnQ6449O"
PACHAKUTIK,"@Literario26 @juanseroldan Están pagando la corrupción y deuda externa de los últimos 14 años,  en complicidad con Lasso #YAkuPresidente"
PACHAKUTIK,"Saludamos a PRISCILA MASAQUIZA, de la nacionalidad indígena de salasaca, candidata para Parlamento Andino. Será una gran Parlamentaria!!!! #YakuPresidente #MiriamCisneroParlamentariaAndina https://t.co/jUx5mFmWNm"
PACHAKUTIK,"@larepublica_ec @carlosjijon Cada vez que Vargas Llosa opina ya sabemos sus resultados, ahora si podemos afirmar que #YakuPresidente"
